Species 1,Species 2,Species 3,Species 4,Species 5,Time
0.014942144320214016,0.5353622441104051,1.1465959302944309,0.2957389284835093,1.1331979557428784,300.0
0.022772674333094354,0.44759155868491196,1.0118352403662405,0.26333329545196765,1.2098751871860922,301.7543859649123
0.06049968210116699,0.36789659713375483,1.0946934083525721,0.2653307243578588,0.8630624026619118,303.50877192982455
0.13715872638735913,0.38952567755385475,0.9074968180375402,0.2655289267422661,1.006029632192286,305.2631578947368
0.38933911569280566,0.2990588562884556,1.1359900891658907,0.41040037947400004,0.8353528015867053,307.0175438596491
0.8274695965182337,0.30417898504359175,1.1352065878218114,0.4941632356056911,0.74733349970115,308.7719298245614
0.6763638622378341,0.40830131989830365,0.9472782895710277,0.6009335177617088,0.9877741636126561,310.5263157894737
1.0007107950518261,0.4527294787011157,0.9018353098327259,0.6824659669788863,0.9322556382222783,312.280701754386
0.8742884484500599,0.6353622946620915,0.957927600477098,0.6702482129252494,0.7888711660006026,314.03508771929825
0.811931325365026,0.6691847150603502,0.9078060959586486,0.7429877426925618,0.957379002379088,315.7894736842105
0.7459954678536027,0.7145313615763024,0.838044620581905,0.7676175265341263,0.9636563625768815,317.5438596491228
0.7079856478341277,0.9988460023635413,1.1870213599028188,0.6098679903428734,1.0147537699256026,319.29824561403507
0.5644254500575382,1.0095533074636789,1.2660916225027,0.639758045057272,0.7686572102309632,321.05263157894734
0.5403783998890206,1.3159455065222787,0.8890109062284737,0.7193040318306089,0.9495283251474413,322.8070175438597
0.5020997348511606,1.3406014119791942,1.1743462927514405,0.5621315206351379,1.0169200872619932,324.56140350877195
0.35602395221222227,1.2870872443618455,1.2613446856603123,0.6177520130761011,1.0935664757326047,326.3157894736842
0.23556336751459062,1.4838432183636405,1.0865431694488996,0.6507263736119031,0.9229895891386137,328.0701754385965
0.1298441838747729,1.4621542679271309,1.2262029288143106,0.5266811693773517,1.242613866446861,329.82456140350877
0.05058304664038043,1.5870235384791638,1.4070232218896395,0.5595412147645278,0.9981456146468229,331.57894736842104
0.026561454662138745,0.9444207533741794,1.1367429573129024,0.4951411311231336,1.0042777451117895,333.3333333333333
0.01813897348374052,0.7434898308634468,1.1948291376436788,0.6020505524164076,1.1988006582998325,335.0877192982456
0.02694923274709513,0.623279783850099,1.4966356587824097,0.5357209935213502,1.1725964997298655,336.8421052631579
0.05038512823850537,0.43723530156183205,1.3430046959770636,0.5041925831007609,1.1120844620042754,338.5964912280702
0.12270303859209322,0.4592119386834038,1.4575665887955418,0.5683909910389046,0.7974344331885285,340.35087719298247
0.2571706851766523,0.3991609116520056,1.3864475283586934,0.5679850584180405,0.7508946505698945,342.10526315789474
0.5053589242829468,0.4065208078309394,1.35050436104524,0.6408939566567405,1.1944914868123606,343.859649122807
0.842347654974168,0.4578579439990663,1.357714874713566,0.6686521317350047,0.8820938576667744,345.6140350877193
0.8606719956865541,0.4740312498235033,1.3682071656139196,0.7616667716733028,0.863750297681111,347.36842105263156
0.824361684446932,0.5830599181628574,1.404275137859921,0.8347285024339188,0.6553039259946396,349.12280701754383
0.9763457674247796,0.6956272032617774,1.4676172003212364,0.7060804941658948,0.7084892956935646,350.87719298245617
0.7786662160602685,0.720535508890999,1.5066046208373303,0.6302869573299851,0.6948037799805172,352.63157894736844
0.7668939709412148,0.7772815456809676,1.5619624814379698,0.7423903011750566,0.7670800187251386,354.3859649122807
0.709476951979838,0.9467697864146227,1.395390789326153,0.7800980816437753,0.7485543753884292,356.140350877193
0.5165844009165536,0.9704963631209704,1.343743529655844,0.6149852183723254,0.6669824603519519,357.89473684210526
0.5792516538046978,1.3045367855445482,1.5981680111444903,0.8162393244994776,0.7438213958410845,359.64912280701753
0.39350774755001344,1.86721818734949,1.3158390906599595,0.6884258197408195,0.6034051739920391,361.4035087719298
0.42924410692626097,1.6530715855871516,1.4561415371348234,0.7012730563831463,0.6784427442497456,363.1578947368421
0.24505934366170898,1.4847558601657924,1.7521385326831733,0.7444881423350738,0.5434382521788229,364.9122807017544
0.1636863888885529,1.3410680454583597,1.7409919361899826,0.9438103923825817,0.7047317652700462,366.6666666666667
0.0754306999676423,1.2308705156832818,1.7139184612279947,0.6531399356464898,0.5556531320349685,368.42105263157896
0.045661660799721594,0.8130644545566375,1.5168294381939735,0.6586501247573519,0.663124703426082,370.17543859649123
0.050807631363065014,0.8246815870417838,1.546481480306951,0.8314745338288324,0.5631377322665296,371.9298245614035
0.0624130144381224,0.5943400483460606,1.5304393621451402,0.766906703554775,0.5145449242254977,373.6842105263158
0.09303125170788609,0.5340906087417533,1.3385301445291387,0.9622957988059383,0.4160760638221724,375.43859649122805
0.22798268704088145,0.5095403200645464,1.2024317719612736,0.9259122257371304,0.4047986519234151,377.1929824561403
0.4728072732576151,0.4643402215680631,1.4178616366473784,0.836421295148905,0.432638813353908,378.94736842105266
0.6482816111308943,0.5594028716294237,1.6131778749399355,0.6658896791003068,0.4140408979696343,380.70175438596493
0.931284435157017,0.6107384460317568,1.2554030434318793,0.9301116768981427,0.36924381287991376,382.4561403508772
0.8312796845233332,0.6298054233192631,1.0784540894978007,1.0375910677829139,0.33739209186574043,384.2105263157895
0.7595038252204029,0.7442765512037269,1.3671627689590824,0.8707620383385455,0.2891619922718974,385.96491228070175
0.7307688837459927,0.7095079716118763,1.2357772441556325,1.0346399481350457,0.34672690625419295,387.719298245614
0.6885008349675601,0.9325412657632853,1.2222006356692874,0.8935187643512992,0.31664086144826464,389.4736842105263
0.6456679687328302,1.1672880640992653,0.9761115322176627,0.8273463427856229,0.31050389885559365,391.2280701754386
0.5350621677592781,1.1739587616105749,0.9351367195535736,1.0420290614592305,0.3169090933491662,392.9824561403509
0.4837795241378757,1.310818368832838,0.9753789126173095,0.8516532742300681,0.2572023027944204,394.7368421052632
0.37597702359123075,1.4258968072112936,1.0391094079939016,0.8791493660016519,0.4053306095485665,396.49122807017545
0.23803549729905746,1.508497999919049,1.2381415339841932,0.8706792298523613,0.31777647910307744,398.2456140350877
0.17884723550726492,1.4784817518937132,1.0662194410057584,0.9556752159639196,0.31605085696755836,400.0
0.06921419606716461,1.2992620274856606,0.85358212439132,1.0569038810520568,0.2661757638218687,401.7543859649123
0.03840799947053462,1.0244060805542712,0.9320868050384828,0.8363436531158065,0.3077832762210254,403.50877192982455
0.029494420372961995,0.7984178987943055,0.6984001345782984,0.8952483564739884,0.3107695809722035,405.2631578947368
0.03496670777548903,0.6995831641199372,0.8950677614783474,1.0288390230203406,0.40398853891382847,407.0175438596491
0.05897095227188373,0.4825250702909381,0.8528620315382144,0.7347588555311598,0.4165196431092885,408.7719298245614
0.12107760660130633,0.39809792478143896,0.7620076232608823,0.8846593806724721,0.3936892949367851,410.5263157894737
0.3063759351613302,0.3913565063725345,1.0461233032601596,0.8775235802024206,0.41392036510077385,412.280701754386
0.6188541039201241,0.49775855628447496,0.7473992330327047,0.986956149394046,0.419629254402332,414.03508771929825
0.6685270882185959,0.5792919553490337,0.6205842309930057,0.7823198960978113,0.46018035588341805,415.7894736842105
0.7770473698170266,0.6113306040462292,0.7733316202287971,0.7904574716288517,0.4600766774347336,417.5438596491228
0.7145598739833862,0.7008879279043301,0.8157455626729667,0.8344960889430044,0.578026228273873,419.29824561403507
0.8966210154848965,0.7311244461801941,0.6639873342910638,0.9395838203858468,0.5614972162086719,421.05263157894734
0.7539448090471904,0.8632765172643353,0.6441743700536556,0.7934020204927338,0.6509730589862737,422.8070175438597
0.7370052247274207,1.0298365687652615,0.7085547819026466,0.9180108407364609,0.7125812910598271,424.56140350877195
0.5225500776800684,1.2740123342717429,0.6968332043637973,0.6465087601014101,0.6617308427498613,426.3157894736842
0.403059828468584,1.4286377508939563,0.7195762538084678,0.6912864364294122,0.9543217614681896,428.0701754385965
